timestamp,ignition,speed,rpm,throttle,brake,fuel_level,fuel_cons,distance,range,oil_temp,esp,rear_gear
19662,1,0,0,0,340,0,169098.55,149799,2292,0,0,0
19760,1,0,0,0,340,0,169098.55,149799,2292,0,0,0
19974,1,0,0,0,340,0,169098.55,149799,2292,78,0,0
20083,1,0,0,0,192,0,169098.55,149799,2292,78,0,0
20203,1,0,0,0,186,0,169098.55,149799,2292,78,0,0
20258,1,0,0,0,186,0,169098.55,149799,2292,78,0,0
20410,1,0,128,0,182,0,169098.55,149799,2292,78,0,0
20558,1,0,256,0,172,0,169098.55,149799,2292,78,0,0
20658,1,0,520,0,166,0,169098.55,149799,2292,78,0,0
20783,1,0,1012,0,166,0,169098.55,149799,2292,78,0,0
20923,1,0,1058,0,166,39,169098.55,149799,2292,78,0,0
21047,1,0,1126,0,182,39,169098.55,149799,2292,78,0,0
21158,1,0,1115,0,184,39,169098.55,149799,2292,78,0,0
21258,1,0,1077,0,182,39,169098.55,149799,2292,78,0,0
21296,1,0,1077,0,182,39,169098.55,149799,2292,78,0,0
21500,1,0,842,0,182,39,169098.55,149799,2292,78,0,0
21597,1,0,872,0,182,39,169098.55,149799,2292,78,0,0
21733,1,0,840,0,180,39,169098.55,149799,2292,78,0,0
21783,1,0,840,0,180,39,169098.55,149799,2292,78,0,0
21973,1,0,875,0,180,39,169098.55,149799,2292,78,0,0
22083,1,0,843,0,176,39,169098.55,149799,2292,78,0,0
22203,1,0,873,0,172,39,169098.55,149799,2292,78,0,0
22297,1,0,878,0,170,39,169098.55,149799,2292,78,0,0
22434,1,0,878,0,170,39,169098.55,149799,2292,78,0,0
22558,1,0,848,0,166,39,169098.55,149799,2292,78,0,0
22658,1,0,846,0,164,39,169098.55,149799,2292,78,0,0
22783,1,0,846,0,162,39,169098.55,149799,2292,78,0,0
22797,1,0,846,0,162,39,169098.55,149799,2292,78,0,0
22998,1,0,845,0,160,39,169098.55,149799,2292,78,0,0
23139,1,0,846,0,160,39,169098.55,149799,2292,78,0,0
23247,1,0,846,0,160,39,169098.55,149799,2292,78,0,0
23283,1,0,846,0,160,39,169098.55,149799,2292,78,0,0
23483,1,0,845,0,160,39,169098.55,149799,2292,78,0,0
23598,1,0,844,0,160,39,169098.55,149799,2292,78,0,0
23703,1,0,844,0,160,39,169098.55,149799,2292,78,0,0
23798,1,0,844,0,160,39,169098.55,149799,2292,78,0,0
23947,1,0,844,0,160,39,169098.55,149799,2292,78,0,0
24073,1,0,843,0,160,39,169099.56,149799,2292,78,0,0
24183,1,0,843,0,160,39,169099.56,149799,2292,78,0,0
24298,1,0,843,0,160,39,169099.56,149799,2292,78,0,0
24433,1,0,843,0,160,39,169099.56,149799,2292,78,0,0
24558,1,0,842,0,160,39,169099.56,149799,2292,78,0,0
24658,1,0,842,0,160,39,169099.56,149799,2292,78,0,0
24783,1,0,842,0,160,39,169099.56,149799,2292,78,0,0
24920,1,0,841,0,160,39,169099.56,149799,2292,78,0,0
25033,1,0,809,0,160,39,169099.56,149799,2292,78,0,0
25148,1,0,841,0,158,39,169099.56,149799,2292,78,0,0
25258,1,0,841,0,160,39,169099.56,149799,2292,78,0,0
25297,1,0,841,0,158,39,169099.56,149799,2292,78,0,0
25500,1,0,843,0,158,39,169099.56,149799,2292,78,0,0
25598,1,0,843,0,158,39,169099.56,149799,2292,78,0,0
25733,1,0,843,0,156,39,169099.56,149799,2292,78,0,0
25798,1,0,843,0,156,39,169099.56,149799,2292,78,0,0
25933,1,0,843,0,156,39,169099.56,149799,2292,78,0,0
26073,1,0,813,0,156,39,169099.56,149799,2292,78,0,0
26183,1,0,853,0,154,39,169099.56,149799,2292,78,0,0
26297,1,0,860,0,166,39,169099.56,149799,2292,78,0,0
26433,1,0,860,0,166,39,169099.56,149799,2292,78,0,0
26558,1,0,855,0,216,39,169099.56,149799,2292,78,0,0
26658,1,0,849,0,228,39,169099.56,149799,2292,78,0,0
26783,1,0,846,0,242,39,169099.56,149799,2292,78,0,0
26919,1,0,845,0,242,39,169099.56,149799,2292,78,0,0
27033,1,0,845,0,244,39,169099.56,149799,2292,78,0,0
27148,1,0,813,0,242,39,169099.56,149799,2292,78,0,0
27258,1,0,845,0,242,39,169100.56,149799,2292,78,0,0
27290,1,0,845,0,238,39,169100.56,149799,2292,78,0,0
27500,1,0,845,0,204,39,169100.56,149799,2292,78,0,0
27598,1,0,844,0,192,39,169100.56,149799,2292,78,0,0
27733,1,0,845,0,184,39,169100.56,149799,2292,78,0,0
27798,1,0,846,0,178,39,169100.56,149799,2292,78,0,0
27960,1,0,845,0,178,39,169100.56,149799,2292,78,0,0
28083,1,0,845,0,168,39,169100.56,149799,2292,78,0,0
28198,1,0,846,0,168,39,169100.56,149799,2292,78,0,0
28298,1,0,846,0,168,39,169100.56,149799,2292,78,0,0
28433,1,0,846,0,168,39,169100.56,149799,2292,78,0,0
28558,1,0,846,0,168,39,169100.56,149799,2292,78,0,0
28661,1,0,846,0,168,39,169100.56,149799,2292,78,0,0
28783,1,0,845,0,168,39,169100.56,149799,2292,77,0,0
28798,1,0,845,0,168,39,169100.56,149799,2292,77,0,0
28998,1,0,844,0,168,39,169100.56,149799,2292,77,0,0
29139,1,0,845,0,170,39,169100.56,149799,2292,77,0,0
29258,1,0,844,0,170,39,169100.56,149799,2292,77,0,0
29283,1,0,844,0,168,39,169100.56,149799,2292,77,0,0
29484,1,0,844,0,170,39,169100.56,149799,2292,77,0,0
29601,1,0,844,0,170,39,169100.56,149799,2292,77,0,0
29712,1,0,844,0,170,39,169100.56,149799,2292,76,0,0
29814,1,0,844,0,170,39,169100.56,149799,2292,76,0,0
29933,1,0,844,0,170,39,169100.56,149799,2292,76,0,0
30073,1,0,843,0,170,39,169100.56,149799,2292,76,0,0
30183,1,0,812,0,170,39,169100.56,149799,2292,76,0,0
30298,1,0,843,0,172,39,169100.56,149799,2292,76,0,0
30433,1,0,843,0,172,39,169100.56,149799,2292,76,0,0
30551,1,0,844,0,170,39,169100.56,149799,2292,75,0,0
30658,1,0,843,0,170,39,169101.58,149799,2292,75,0,0
30783,1,0,843,0,172,39,169101.58,149799,2292,75,0,0
30801,1,0,843,0,172,39,169101.58,149799,2292,75,0,0
31001,1,0,842,0,172,39,169101.58,149799,2292,75,0,0
31101,1,0,811,0,172,39,169101.58,149799,2292,75,0,0
31233,1,0,843,0,172,39,169101.58,149799,2292,75,0,0
31283,1,0,843,0,172,39,169101.58,149799,2292,75,0,0
31472,1,0,843,0,172,39,169101.58,149799,2292,75,0,0
31583,1,0,843,0,172,39,169101.58,149799,2292,75,0,0
31704,1,0,843,0,172,39,169101.58,149799,2292,75,0,0
31938,1,0,843,0,172,39,169101.58,149799,2292,75,0,0
32088,1,0,843,0,172,39,169101.58,149799,2292,74,0,0
32200,1,0,843,0,174,39,169101.58,149799,2292,74,0,0
32301,1,0,843,0,176,39,169101.58,149799,2292,74,0,0
32401,1,0,843,0,180,39,169101.58,149799,2292,74,0,0
32533,1,0,843,0,180,39,169101.58,149799,2292,74,0,0
32658,1,0,843,0,200,39,169101.58,149799,2292,74,0,0
32783,1,0,843,0,238,39,169101.58,149799,2292,74,0,0
32898,1,0,843,0,260,39,169101.58,149799,2292,73,0,0
32937,1,0,843,0,260,39,169101.58,149799,2292,73,0,0
33148,1,0,811,0,276,39,169101.58,149799,2292,73,0,0
33258,1,0,844,0,278,39,169101.58,149799,2292,73,0,0
33358,1,0,843,0,282,39,169101.58,149799,2292,73,0,0
33402,1,0,844,0,296,39,169101.58,149799,2292,73,0,0
33601,1,0,843,0,298,39,169101.58,149799,2292,72,0,0
33859,1,0,843,0,284,39,169101.58,149799,2292,72,0,0
33933,1,0,843,0,236,39,169101.58,149799,2292,72,0,0
34085,1,0,843,0,192,39,169101.58,149799,2292,72,0,0
34200,1,0,844,0,184,39,169102.59,149799,2292,72,0,0
34300,1,0,812,0,178,39,169102.59,149799,2292,72,0,0
34401,1,0,844,0,176,39,169102.59,149799,2292,72,0,0
34555,1,0,844,0,176,39,169102.59,149799,2292,72,0,0
34658,1,0,844,0,172,39,169102.59,149799,2292,72,0,0
34783,1,0,844,0,170,39,169102.59,149799,2292,72,0,0
34900,1,0,844,0,170,39,169102.59,149799,2292,72,0,0
34900,1,0,844,0,170,39,169102.59,149799,2292,72,0,0
35138,1,0,844,0,168,39,169102.59,149799,2292,72,0,0
35258,1,0,844,0,168,39,169102.59,149799,2292,72,0,0
35359,1,0,844,0,168,39,169102.59,149799,2292,71,0,0
35439,1,0,844,0,168,39,169102.59,149799,2292,71,0,0
35605,1,0,844,0,166,39,169102.59,149799,2292,71,0,0
