timestamp,ignition,speed,rpm,throttle,brake,fuel_level,fuel_cons,distance,range,oil_temp,esp,rear_gear
6308,1,0,0,0,144,0,172248.81,149849,2370,0,0,0
6500,1,0,0,0,231,0,172248.81,149849,2370,47,0,0
6566,1,0,0,0,230,0,172248.81,149849,2370,47,0,0
6718,1,0,160,0,232,0,172248.81,149849,2370,47,0,0
6859,1,0,224,0,230,0,172248.81,149849,2370,47,0,0
6959,1,0,256,0,230,0,172248.81,149849,2370,47,0,0
7026,1,0,256,0,230,0,172248.81,149849,2370,47,0,0
7162,1,0,288,0,230,0,172248.81,149849,2370,47,0,0
7307,1,0,1241,0,232,0,172248.81,149849,2370,47,0,0
7406,1,0,1529,0,234,38,172248.81,149849,2370,47,0,0
7560,1,0,1506,0,268,38,172248.81,149849,2370,47,0,0
7560,1,0,1506,0,268,38,172248.81,149849,2370,47,0,0
7806,1,0,1469,0,356,38,172248.81,149849,2370,47,0,0
7907,1,0,1399,0,370,38,172248.81,149849,2370,47,0,0
8026,1,0,1358,0,378,38,172248.81,149849,2370,47,0,0
8085,1,0,1358,0,378,38,172248.81,149849,2370,47,0,0
8264,1,0,1351,0,384,38,172248.81,149849,2370,47,0,0
8381,1,0,1352,0,386,38,172248.81,149849,322,47,0,0
8501,1,0,1347,0,382,38,172248.81,149849,322,47,0,0
8556,1,0,1347,0,346,38,172248.81,149849,322,47,0,0
8707,1,0,1373,0,290,38,172248.81,149849,322,47,0,0
8850,1,0,1314,0,290,38,172248.81,149849,322,47,0,0
8962,1,0,1323,0,278,38,172249.84,149849,322,47,0,0
9059,1,0,1326,0,244,38,172249.84,149849,322,47,0,0
9186,1,0,1327,0,244,38,172249.84,149849,322,47,0,0
9308,1,0,1331,0,230,38,172249.84,149849,322,47,0,0
9409,1,0,1303,0,224,38,172249.84,149849,322,47,0,0
9526,1,0,1302,0,220,38,172249.84,149849,322,47,0,0
9592,1,0,1334,0,220,38,172249.84,149849,322,47,0,0
9781,1,0,1336,0,206,38,172249.84,149849,322,47,0,0
9896,1,0,1338,0,198,38,172249.84,149849,322,47,0,0
10006,1,0,1312,0,184,38,172249.84,149849,322,47,0,0
10059,1,0,1280,0,184,38,172249.84,149849,322,47,0,0
10237,1,0,1284,0,170,38,172249.84,149849,322,47,0,0
10351,1,0,1316,0,166,38,172249.84,149849,322,47,0,0
10459,1,0,1316,0,164,38,172250.86,149849,322,47,0,0
10581,1,0,1316,0,162,38,172250.86,149849,322,47,0,0
10581,1,0,1316,0,162,38,172250.86,149849,322,47,0,0
10806,1,0,1317,0,160,38,172250.86,149849,322,47,0,0
10953,1,0,1318,0,160,38,172250.86,149849,322,47,0,0
11059,1,0,1284,0,158,38,172250.86,149849,322,47,0,0
11185,1,0,1316,0,156,38,172250.86,149849,322,47,0,0
11308,1,0,1315,0,156,38,172250.86,149849,322,47,0,0
11407,1,0,1313,0,156,38,172250.86,149849,322,47,0,0
11551,1,0,1314,0,154,38,172250.86,149849,322,47,0,0
11760,1,0,1283,0,154,38,172250.86,149849,322,47,0,0
11881,1,0,1281,0,154,38,172250.86,149849,322,47,0,0
11981,1,0,1312,0,154,38,172251.89,149849,322,47,0,0
12082,1,0,1312,0,154,38,172251.89,149849,322,47,0,0
12210,1,0,1314,0,154,38,172251.89,149849,322,47,0,0
12351,1,0,1317,0,154,38,172251.89,149849,322,47,0,0
12459,1,0,1316,0,154,38,172251.89,149849,322,47,0,0
12559,1,0,1317,0,186,38,172251.89,149849,322,47,0,0
12701,1,0,1316,0,186,38,172251.89,149849,322,47,0,0
12806,1,0,1315,0,246,38,172251.89,149849,322,47,0,0
12907,1,0,1315,0,256,38,172251.89,149849,322,47,0,0
13051,1,0,1315,0,258,38,172251.89,149849,322,47,0,0
13081,1,0,1315,0,258,38,172251.89,149849,322,47,0,0
13283,1,0,1315,0,260,38,172251.89,149849,322,47,0,0
13396,1,0,1316,0,320,38,172251.89,149849,322,47,0,0
13507,1,0,1316,0,426,38,172252.94,149849,322,47,0,0
13581,1,0,1316,0,426,38,172252.94,149849,322,47,0,0
13706,1,0,1316,0,432,38,172252.94,149849,322,47,0,0
13859,1,0,1315,0,428,38,172252.94,149849,322,47,0,0
13960,1,0,1316,0,428,38,172252.94,149849,322,47,0,0
14072,1,0,1316,0,412,38,172252.94,149849,322,47,0,0
14183,1,0,1315,0,388,38,172252.94,149849,322,47,0,0
14308,1,0,1315,0,266,38,172252.94,149849,322,47,0,0
14406,1,0,1315,0,168,38,172252.94,149849,322,47,0,0
14551,1,0,1316,0,68,38,172252.94,149849,322,47,0,0
14551,1,0,1316,0,68,38,172252.94,149849,322,47,0,0
14803,1,0,1286,0,0,38,172252.94,149849,322,47,0,0
14906,1,0,1318,0,0,38,172253.94,149849,322,47,0,0
15026,1,0,1286,0,0,38,172253.94,149849,322,47,0,0
15103,1,0,1316,0,0,38,172253.94,149849,322,47,0,0
15259,1,0,1315,0,0,38,172253.94,149849,322,47,0,1
15381,1,0,1315,0,0,38,172253.94,149849,322,47,0,1
15481,1,0,1281,0,0,38,172253.94,149849,322,47,0,1
15562,1,0,1281,0,0,38,172253.94,149849,322,47,0,1
15706,1,0,1343,0,0,38,172253.94,149849,322,47,0,1
15806,1,0,1343,0,0,38,172253.94,149849,322,47,0,1
15960,1,0,1311,0,0,38,172253.94,149849,322,47,0,1
16059,1,0,1311,0,0,38,172253.94,149849,322,47,0,1
16208,1,0,1281,0,0,38,172253.94,149849,322,47,0,1
16307,1,0,1282,0,0,38,172253.94,149849,322,47,0,1
16406,1,0,1283,0,0,38,172253.94,149849,322,47,0,1
16560,1,0,1286,0,0,38,172254.97,149849,322,47,0,1
16694,1,0,1286,0,0,38,172254.97,149849,322,47,0,1
16806,1,0,1289,0,0,38,172254.97,149849,322,47,0,1
16906,1,0,1289,0,0,38,172254.97,149849,322,47,0,1
17026,1,0,1292,0,0,38,172254.97,149849,322,47,0,1
17060,1,0,1292,0,0,38,172254.97,149849,322,47,0,1
17276,1,0,1293,0,0,38,172254.97,149849,322,47,0,1
17381,1,0,1295,0,0,38,172254.97,149849,322,47,0,1
17506,1,0,1296,0,0,38,172254.97,149849,322,47,0,1
17566,1,0,1296,0,0,38,172254.97,149849,322,47,0,1
17706,1,0,1297,0,0,38,172254.97,149849,322,47,0,1
