timestamp,ignition,speed,rpm,throttle,brake,fuel_level,fuel_cons,distance,range,oil_temp,esp,rear_gear
19489,1,0,0,0,286,0,61138.46,147047,102,0,0,0
19615,1,0,0,0,12,0,61138.46,147047,102,48,0,0
19716,1,0,0,0,14,0,61138.46,147047,102,48,0,0
19843,1,0,0,0,14,0,61138.46,147047,102,48,0,0
19943,1,0,128,0,14,0,61138.46,147047,102,48,0,0
20065,1,0,192,0,14,0,61138.46,147047,102,48,0,0
20174,1,0,267,0,14,0,61138.46,147047,102,48,0,0
20276,1,0,320,0,14,0,61138.46,147047,102,48,0,0
20396,1,0,974,0,26,0,61138.46,147047,102,48,0,0
20515,1,0,1506,0,56,22,61138.46,147047,2150,48,0,0
20593,1,0,1589,0,106,22,61138.46,147047,2150,48,0,0
20743,1,0,1623,0,160,22,61138.46,147047,2150,48,0,0
20845,1,0,1627,0,216,22,61138.46,147047,2150,48,0,0
20966,1,0,1594,0,266,22,61138.46,147047,2150,48,0,0
21071,1,0,1554,0,310,22,61138.46,147047,2150,48,0,0
21193,1,0,1445,0,362,22,61138.46,147047,2150,48,0,0
21265,1,0,1354,0,362,22,61138.46,147047,2150,48,0,0
21415,1,0,1370,0,410,22,61138.46,147047,2150,48,0,0
21517,1,0,1339,0,416,22,61138.46,147047,102,48,0,0
21615,1,0,1315,0,406,22,61139.49,147047,102,48,0,0
21743,1,0,1313,0,386,22,61139.49,147047,102,48,0,0
21843,1,0,1341,0,376,22,61139.49,147047,102,48,0,0
21975,1,0,1337,0,362,22,61139.49,147047,102,48,0,0
22083,1,0,1335,0,352,22,61139.49,147047,102,48,0,0
22193,1,0,1337,0,350,22,61139.49,147047,102,48,0,0
22276,1,0,1307,0,350,22,61139.49,147047,102,48,0,0
22415,1,0,1340,0,356,22,61139.49,147047,102,48,0,0
22515,1,0,1309,0,360,22,61139.49,147047,102,48,0,0
22615,1,0,1309,0,362,22,61139.49,147047,102,48,0,0
22743,1,0,1280,0,364,22,61139.49,147047,102,48,0,0
22866,1,0,1282,0,364,22,61139.49,147047,102,48,0,0
22975,1,0,1283,0,364,22,61139.49,147047,102,48,0,0
23093,1,0,1284,0,362,22,61139.49,147047,102,48,0,0
23193,1,0,1318,0,362,22,61139.49,147047,102,48,0,0
23293,1,0,1288,0,356,22,61140.51,147047,102,48,0,0
23415,1,0,1291,0,352,22,61140.51,147047,102,48,0,0
23515,1,0,1292,0,344,22,61140.51,147047,102,48,0,0
23649,1,0,1294,0,338,22,61140.51,147047,102,48,0,0
23743,1,0,1296,0,332,22,61140.51,147047,102,48,0,0
23874,1,0,1331,0,324,22,61140.51,147047,102,48,0,0
23975,1,0,1302,0,312,22,61140.51,147047,102,48,0,0
24093,1,0,1303,0,270,22,61140.51,147047,102,48,0,0
24193,1,0,1335,0,258,22,61140.51,147047,102,48,0,0
24276,1,0,1335,0,258,22,61140.51,147047,102,48,0,0
24415,1,0,1336,0,246,22,61140.51,147047,102,48,0,0
24543,1,0,1335,0,244,22,61140.51,147047,102,48,0,0
24649,1,0,1335,0,242,22,61140.51,147047,102,48,0,0
24743,1,0,1337,0,240,22,61141.52,147047,102,48,0,0
24875,1,0,1338,0,240,22,61141.52,147047,102,48,0,0
24975,1,0,1339,0,240,22,61141.52,147047,102,48,0,0
25093,1,0,1307,0,240,22,61141.52,147047,102,48,0,0
25216,1,0,1339,0,240,22,61141.52,147047,102,48,0,0
25276,1,0,1339,0,240,22,61141.52,147047,102,48,0,0
25415,1,0,1308,0,240,22,61141.52,147047,102,48,0,0
