timestamp,ignition,speed,rpm,throttle,brake,fuel_level,fuel_cons,distance,range,oil_temp,esp,rear_gear
36748,1,0,0,0,96,0,21689.13,146581,2210,0,0,0
36866,1,0,0,0,1,0,21689.13,146581,2210,9,0,0
36966,1,0,0,0,0,0,21689.13,146581,2210,9,0,0
37090,1,0,160,0,0,0,21689.13,146581,2210,9,0,0
37194,1,0,192,0,0,0,21689.13,146581,2210,9,0,0
37274,1,0,224,0,0,0,21689.13,146581,2210,9,0,0
37390,1,0,256,0,0,0,21689.13,146581,2210,9,0,0
37490,1,0,263,0,0,0,21689.13,146581,2210,9,0,0
37637,1,0,544,0,0,0,21689.13,146581,2210,9,0,0
37749,1,0,1111,0,0,0,21689.13,146581,2210,9,0,0
37867,1,0,1557,0,0,25,21689.13,146581,2210,9,0,0
37966,1,0,1624,0,0,25,21689.13,146581,2210,9,0,0
38090,1,0,1487,0,0,25,21690.16,146581,2210,9,0,0
38190,1,0,1411,0,0,25,21690.16,146581,2210,9,0,0
38290,1,0,1407,0,0,25,21690.16,146581,2210,9,0,0
38390,1,0,1393,0,0,25,21690.16,146581,2210,9,0,0
38490,1,0,1387,0,34,25,21690.16,146581,162,9,0,0
38637,1,0,1363,0,58,25,21690.16,146581,162,9,0,0
38737,1,0,1349,0,52,25,21690.16,146581,162,9,0,0
38849,1,0,1356,0,68,25,21690.16,146581,162,9,0,0
38966,1,0,1365,0,76,25,21690.16,146581,162,9,0,0
39066,1,0,1405,0,84,25,21690.16,146581,162,9,0,0
39166,1,0,1348,0,92,25,21691.18,146581,162,9,0,0
39269,1,0,1349,0,96,25,21691.18,146581,162,9,0,0
39390,1,0,1357,0,102,25,21691.18,146581,162,9,0,0
39490,1,0,1361,0,104,25,21691.18,146581,162,9,0,0
39590,1,0,1366,0,104,25,21691.18,146581,162,9,0,0
39709,1,0,1341,0,102,25,21691.18,146581,162,9,0,0
39837,1,0,1318,0,102,25,21691.18,146581,162,9,0,0
39950,1,0,1359,0,102,25,21691.18,146581,162,9,0,0
40049,1,0,1360,0,102,25,21691.18,146581,162,9,0,0
40166,1,0,1365,0,102,25,21692.19,146581,162,9,0,0
40269,1,0,1335,0,100,25,21692.19,146581,162,9,0,0
40390,1,0,1340,0,100,25,21692.19,146581,162,9,0,0
40490,1,0,1312,0,100,25,21692.19,146581,162,9,0,0
40602,1,0,1375,0,100,25,21692.19,146581,162,9,0,0
40709,1,0,1341,0,100,25,21692.19,146581,162,9,0,0
40790,1,0,1375,0,98,25,21692.19,146581,162,9,0,0
40937,1,0,1372,0,100,25,21693.24,146581,162,9,0,0
41049,1,0,1370,0,100,25,21693.24,146581,162,9,0,0
41149,1,0,1370,0,98,25,21693.24,146581,162,9,0,0
41268,1,0,1332,0,98,25,21693.24,146581,162,9,0,0
41366,1,0,1328,0,98,25,21693.24,146581,162,9,0,0
41487,1,0,1327,0,98,25,21693.24,146581,162,9,0,0
41590,1,0,1328,0,98,25,21693.24,146581,162,9,0,0
41690,1,0,1360,0,98,25,21693.24,146581,162,9,0,0
41790,1,0,1359,0,98,25,21694.25,146581,162,9,0,0
41890,1,0,1362,0,98,25,21694.25,146581,162,9,0,0
42037,1,0,1358,0,98,25,21694.25,146581,162,9,0,0
42138,1,0,1354,0,98,25,21694.25,146581,162,9,0,0
42249,1,0,1352,0,98,25,21694.25,146581,162,9,0,0
42366,1,0,1316,0,98,25,21694.25,146581,162,9,0,0
42466,1,0,1347,0,96,25,21694.25,146581,162,9,0,0
42579,1,0,1344,0,98,25,21694.25,146581,162,9,0,0
42690,1,0,1375,0,98,25,21695.27,146581,162,9,0,0
42768,1,0,1340,0,98,25,21695.27,146581,162,9,0,0
42890,1,0,1367,0,96,25,21695.27,146581,162,9,0,0
42990,1,0,1366,0,96,25,21695.27,146581,162,9,0,0
43090,1,0,1366,0,96,25,21695.27,146581,162,9,0,0
43239,1,0,1362,0,96,25,21695.27,146581,162,9,0,0
43349,1,0,1329,0,96,25,21695.27,146581,162,9,0,0
43461,1,0,1327,0,96,25,21695.27,146581,162,9,0,0
43566,1,0,1326,0,96,25,21695.27,146581,162,9,0,0
43668,1,0,1327,0,96,25,21695.27,146581,162,9,0,0
43789,1,0,1359,0,96,25,21696.30,146581,162,9,0,0
43890,1,0,1331,0,100,25,21696.30,146581,162,9,0,0
43990,1,0,1369,0,126,25,21696.30,146581,162,9,0,0
44090,1,0,1366,0,146,25,21696.30,146581,162,9,0,0
44209,1,0,1366,0,150,25,21696.30,146581,162,9,0,0
44290,1,0,1362,0,150,25,21696.30,146581,162,9,0,0
44437,1,0,1362,0,148,25,21696.30,146581,162,9,0,0
44549,1,0,1328,0,148,25,21696.30,146581,162,9,0,0
44649,1,0,1359,0,148,25,21696.30,146581,162,9,0,0
44768,1,0,1356,0,146,25,21697.33,146581,162,9,0,0
44866,1,0,1359,0,146,25,21697.33,146581,162,9,0,0
44991,1,0,1358,0,146,25,21697.33,146581,162,9,0,0
45090,1,0,1355,0,146,25,21697.33,146581,162,9,0,0
45210,1,0,1322,0,146,25,21697.33,146581,162,9,0,0
45317,1,0,1355,0,144,25,21697.33,146581,162,9,0,0
45390,1,0,1354,0,144,25,21697.33,146581,162,9,0,0
45537,1,0,1323,0,142,25,21697.33,146581,162,9,0,0
45649,1,0,1355,0,142,25,21697.33,146581,162,9,0,0
45749,1,0,1353,0,140,25,21698.38,146581,162,9,0,0
45866,1,0,1354,0,140,25,21698.38,146581,162,9,0,0
45966,1,0,1354,0,138,25,21698.38,146581,162,9,0,0
46087,1,0,1321,0,138,25,21698.38,146581,162,9,0,0
46190,1,0,1321,0,138,25,21698.38,146581,162,9,0,0
46268,1,0,1323,0,138,25,21698.38,146581,162,9,0,0
46390,1,0,1356,0,138,25,21698.38,146581,162,9,0,0
46491,1,0,1355,0,138,25,21698.38,146581,162,9,0,0
46598,1,0,1355,0,138,25,21698.38,146581,162,9,0,0
46738,1,0,1352,0,136,25,21698.38,146581,162,9,0,0
46790,1,0,1320,0,136,25,21699.42,146581,162,9,0,0
46959,1,0,1353,0,136,25,21699.42,146581,162,9,0,0
47066,1,0,1355,0,138,25,21699.42,146581,162,9,0,0
47166,1,0,1354,0,136,25,21699.42,146581,162,9,0,0
47287,1,0,1321,0,136,25,21699.42,146581,162,9,0,0
47390,1,0,1321,0,136,25,21699.42,146581,162,9,0,1
47491,1,0,1353,0,134,25,21699.42,146581,162,9,0,1
47590,1,0,1320,0,136,25,21699.42,146581,162,9,0,1
47709,1,0,1321,0,134,25,21699.42,146581,162,9,0,1
47838,1,0,1317,0,136,25,21700.45,146581,162,9,0,1
47949,1,0,1316,0,134,25,21700.45,146581,162,9,0,1
48049,1,0,1349,0,134,25,21700.45,146581,162,9,0,1
48166,1,0,1316,0,136,25,21700.45,146581,162,9,0,1
48268,1,0,1349,0,134,25,21700.45,146581,162,9,0,1
48390,1,0,1351,0,114,25,21700.45,146581,162,9,0,1
48495,1,0,1288,0,10,25,21700.45,146581,162,9,0,1
48590,1,0,1286,0,0,25,21700.45,146581,162,9,0,1
48709,1,0,1322,0,0,25,21700.45,146581,162,9,0,1
48828,1,0,1294,0,0,25,21700.45,146581,162,9,0,1
48890,1,0,1295,0,0,25,21701.47,146581,162,9,0,1
49038,1,0,1327,0,0,25,21701.47,146581,162,9,0,1
49149,1,0,1328,0,0,25,21701.47,146581,162,9,0,1
49249,1,0,1326,0,0,25,21701.47,146581,162,9,0,1
49366,1,0,1326,0,0,25,21701.47,146581,162,9,0,1
49478,1,0,1330,0,0,25,21701.47,146581,162,9,0,1
49591,1,0,1309,0,0,25,21701.47,146581,162,9,0,1
49691,1,0,1281,0,0,25,21701.47,146581,162,9,0,1
49787,1,0,1342,0,0,25,21701.47,146581,162,9,0,1
49891,1,0,1375,0,0,25,21702.52,146581,162,9,0,1
49990,1,0,1403,0,0,25,21702.52,146581,162,9,0,1
50139,1,0,1395,0,0,25,21702.52,146581,162,9,0,1
50249,1,0,1397,0,0,25,21702.52,146581,162,10,0,1
50349,1,0,1366,0,0,25,21702.52,146581,162,10,0,1
50466,1,0,1369,0,0,25,21702.52,146581,162,10,0,1
50579,1,0,1338,0,0,25,21702.52,146581,162,10,0,1
50690,1,0,1311,0,0,25,21702.52,146581,162,10,0,1
50787,1,0,1311,0,0,25,21702.52,146581,162,10,0,1
50891,1,0,1311,0,0,25,21703.53,146581,162,10,0,1
50991,1,0,1309,0,0,25,21703.53,146581,162,10,0,1
51090,1,0,1290,0,0,25,21703.53,146581,162,10,0,1
51237,1,0,1324,0,0,25,21703.53,146581,162,10,0,1
51291,1,0,1292,0,0,25,21703.53,146581,162,10,0,1
51449,1,0,1308,0,0,25,21703.53,146581,162,10,0,1
51566,1,2,1317,0,0,25,21703.53,146581,162,10,0,1
51668,1,2,1293,0,0,25,21703.53,146581,162,10,0,1
51789,1,3,1293,0,0,25,21703.53,146581,162,10,0,1
51890,1,3,1324,0,0,25,21704.56,146581,162,10,0,1
